	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	BackGround_SubtractionFactor	x_Center	y_Center	SampleToDet_Distance	AbsCalibrationFactor	BackGrTransm	ReferenceTransm	SampleName_Reduction	Transm	TransmDev
18	1570.114	83.09999999999991	1.00000000004177e-06	8238.985877	418	419	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00418.tif	600	9.307974742096501e-07	5.40996356073211e-10	5.40925740432612e-13	1.2883956322795301e-07	1.0722255016631698e-09	2.61537209500484e-11	2.22007217205321e-14	1.51719130728105e-10	3012.8759999999997	Hexane Cap	0.09617711	14	14	15	mask.edf	1	456.736	556.5790000000001	0.80169	9.718761837632041e-10	1.0	0.9602907496065891	Hexane Cap	0.601576108393881	0.0014013864053087693
19	2477.709	73.0299999999999	4.16333634234434e-17	8238.985877	420	421	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00420.tif	300	9.645769202657811e-07	5.37350697674419e-10	5.282012059800671e-13	1.29162320265781e-07	3.1868303040724702e-09	3.1682057317115e-11	2.1605770700997896e-14	4.27151025853771e-10	3012.8759999999997	214neu	0.10437619999999999	14	17	15	mask.edf	1	456.736	556.5790000000001	0.80169	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	214neu	0.6218500245492562	0.004111019596302912
20	4412.9	53.2699999999999	4.16333634234434e-17	8238.985877	424	425	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00424.tif	600	9.56566273333331e-07	5.22665683333333e-10	5.13425863333333e-13	1.29001089333334e-07	1.33750175084389e-09	3.2210252650764896e-11	2.04621728777628e-14	1.81118523216121e-10	3012.8759999999997	207	0.09635023	14	17	15	mask.edf	1	456.736	556.5790000000001	0.80169	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	207	0.6174564254970207	0.0017302610253403271
21	34.676	133.0	-1.9999999999582e-06	8303.985331	432	433	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00432.tif	600	1.50805661730449e-06	5.31241680532447e-10	5.369442212978371e-13	1.23397374875208e-07	4.9941279141911405e-09	3.32659431852522e-11	2.1365249411820098e-14	4.08801143081039e-10	3012.8759999999997	Empty	1.0	21	21	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	1.0	0.9613087243498349	Empty	1.0	0.006624515206242302
22	639.861	123.0	-9.999999999584992e-07	8303.985331	433	434	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00433.tif	300	1.44938586378738e-06	5.37164717607974e-10	5.17692774086378e-13	1.23369956478405e-07	4.7514903947480796e-09	2.19773798181218e-11	1.9146011316428102e-14	4.02489990682449e-10	3012.8759999999997	GC	0.0054	21	21	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	1.0	0.9613087243498349	GC	0.9613087243498349	0.006287672351441141
23	944.863	113.0	4.16333634234434e-17	8303.985331	434	435	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00434.tif	10	1.06918390909091e-06	5.57833636363636e-10	5.54432454545454e-13	1.23420672727273e-07	1.6053937494926498e-10	1.80581467890408e-11	9.90948032304053e-15	2.7411898544576398e-11	3012.8759999999997	AgBeh	0.02	21	21	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	1.0	0.9613087243498349	AgBeh	0.7088474459795692	0.0002638703571258442
24	963.561	88.15999999999991	1.00000000004177e-06	8303.985331	435	436	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00435.tif	600	1.1478651980033301e-06	5.47733078202995e-10	5.64187735440932e-13	1.23379163727121e-07	4.33190414972385e-09	3.5253298975777294e-11	1.92012887664229e-14	4.62227657526135e-10	3012.8759999999997	Empty Cap	0.10690380000000001	21	21	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	1.0	0.9613087243498349	Empty Cap	0.7612675898910669	0.005724944270663477
25	1567.6170000000002	83.09999999999991	-9.999999999584992e-07	8303.985331	436	437	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00436.tif	600	9.1826756905158e-07	5.36351364392678e-10	5.49259936772047e-13	1.2342166206322801e-07	3.0580235935934196e-09	2.67017348650233e-11	2.26280352540677e-14	4.09139501301288e-10	3012.8759999999997	Hexane Cap	0.09617711	21	21	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	1.0	0.9613087243498349	Hexane Cap	0.6087880652428824	0.004045508055762094
26	2475.281	73.0299999999999	-9.999999999584992e-07	8303.985331	438	439	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00438.tif	300	9.476037707641199e-07	5.42473554817276e-10	5.53498029900332e-13	1.23433858139535e-07	1.17568326968182e-09	2.98877727672675e-11	2.4488427950001902e-14	1.55948990940018e-10	3012.8759999999997	214neu	0.10437619999999999	21	24	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	0.7612675898910669	0.9613087243498349	214neu	0.6281751475840692	0.0015730211102517094
27	4410.404	53.2699999999999	-4.9999999999586e-06	8303.985331	442	443	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00442.tif	600	9.404777166666661e-07	5.682610666666669e-10	5.50935146666667e-13	1.2332944033333302e-07	3.170104677425e-09	2.45986875784026e-11	2.37567221015479e-14	3.98785595558898e-10	3012.8759999999997	207	0.09635023	21	24	22	mask.edf	1	456.736	556.5790000000001	0.80169	9.619563862165027e-10	0.7612675898910669	0.9613087243498349	207	0.6239790712965461	0.004120906000396075
28	34.665	133.0	-7.99999999995856e-06	8323.985784	450	451	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00450.tif	600	1.49245762728785e-06	5.15217870216306e-10	5.41695507487521e-13	1.2133735341098097e-07	4.41452568129925e-09	3.37237814871019e-11	2.48464543170723e-14	3.52300443786944e-10	3012.8759999999997	Empty	1.0	28	28	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	1.0	0.9613419730788886	Empty	1.0	0.005861369014006178
29	639.8340000000001	123.0	1.00000000004177e-06	8323.985784	451	452	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00451.tif	300	1.43000083056478e-06	5.02394717607973e-10	5.44331142857143e-13	1.2093468936877101e-07	1.89852279800083e-09	2.32431294580425e-11	2.0738359941491402e-14	1.59844991642731e-10	3012.8759999999997	GC	0.0054	28	28	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	1.0	0.9613419730788886	GC	0.9613419730788886	0.002546964003745594
30	944.87	113.0	4.16333634234434e-17	8323.985784	452	453	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00452.tif	10	1.05696490909091e-06	4.938209090909089e-10	5.65690181818182e-13	1.21054763636364e-07	2.95110302953193e-10	2.1252023176415697e-11	6.053451640480529e-15	3.48234194968631e-11	3012.8759999999997	AgBeh	0.02	28	28	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	1.0	0.9613419730788886	AgBeh	0.7098575293119064	0.0004023983948531619
31	963.586	88.15999999999991	4.16333634234434e-17	8323.985784	453	454	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00453.tif	600	1.13368954076539e-06	5.078850083194679e-10	5.49098610648919e-13	1.20886052079867e-07	1.37018807544276e-09	2.8662702286681898e-11	1.89930041455134e-14	1.46101190161117e-10	3012.8759999999997	Empty Cap	0.10690380000000001	28	28	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	1.0	0.9613419730788886	Empty Cap	0.7624483932056176	0.0018429869102025763
32	1567.642	83.09999999999991	4.16333634234434e-17	8323.985784	454	455	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00454.tif	600	9.0679518469218e-07	5.1876544093178e-10	5.382802878535779e-13	1.20787389517471e-07	1.06993688014733e-09	2.8513824474809605e-11	2.21958275707095e-14	1.4107130492507699e-10	3012.8759999999997	Hexane Cap	0.09617711	28	28	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	1.0	0.9613419730788886	Hexane Cap	0.6103516431354346	0.001433008568946983
33	2475.306	73.0299999999999	4.16333634234434e-17	8323.985784	456	457	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00456.tif	300	9.348997043189372e-07	5.39328405315617e-10	5.40383e-13	1.20591413953488e-07	1.22669162748745e-09	2.7546177728471103e-11	2.6141036558254502e-14	1.59303907060226e-10	3012.8759999999997	214neu	0.10437619999999999	28	31	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	0.7624483932056176	0.9613419730788886	214neu	0.630291054239486	0.0016596397782545457
34	4410.428	53.2699999999999	4.16333634234434e-17	8323.985784	460	461	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00460.tif	600	9.264093000000001e-07	5.56894783333334e-10	5.457141099999999e-13	1.2041212016666699e-07	1.21114319263053e-09	3.02195156065115e-11	2.43794616392076e-14	1.55151850901103e-10	3012.8759999999997	207	0.09635023	28	31	29	mask.edf	1	456.736	556.5790000000001	0.80169	9.536124362530802e-10	0.7624483932056176	0.9613419730788886	207	0.6254969710550233	0.0016237019914865868
35	36.312	133.0	7.00000000004169e-06	8329.990437999999	468	469	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00468.tif	600	1.4725274250000002e-06	5.175737333333339e-10	4.73405825000001e-13	1.196540955e-07	1.9237618217839496e-09	3.24388203881686e-11	1.85379353659039e-14	1.5773223108892e-10	3012.8759999999997	Empty	1.0	35	35	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	1.0	0.9613719568674581	Empty	1.0	0.0026246704304441855
36	641.22	123.0	4.16333634234434e-17	8329.990437999999	469	470	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00469.tif	300	1.41536657e-06	4.87027233333333e-10	4.95254103333333e-13	1.19630429e-07	1.91377713650114e-09	3.02543978065064e-11	2.02590498778323e-14	1.62870068016975e-10	3012.8759999999997	GC	0.0054	35	35	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	1.0	0.9613719568674581	GC	0.9613719568674581	0.0026087653614229756
37	946.118	113.0	1.00000000004177e-06	8329.990437999999	470	471	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00470.tif	10	1.04511263636364e-06	4.937018181818179e-10	5.05875090909091e-13	1.1953182727272698e-07	6.33424387393985e-10	1.51424633519001e-11	1.34476550034164e-14	6.97207729576886e-11	3012.8759999999997	AgBeh	0.02	35	35	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	1.0	0.9613719568674581	AgBeh	0.7104666824085151	0.000845003845473931
38	964.834	88.15999999999991	4.16333634234434e-17	8329.990437999999	471	472	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00471.tif	600	1.1233476299999999e-06	5.020541333333331e-10	5.153557e-13	1.196591655e-07	1.5703725182824898e-09	2.80632940636887e-11	3.01403810706688e-14	1.64698302595635e-10	3012.8759999999997	Empty Cap	0.10690380000000001	35	35	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	1.0	0.9613719568674581	Empty Cap	0.7628381069877403	0.0021163685761918876
39	1568.494	83.09999999999991	4.16333634234434e-17	8329.990437999999	472	473	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00472.tif	600	8.985627437604e-07	5.48392861896839e-10	5.03175008319468e-13	1.19553698502496e-07	1.20949918185131e-09	2.69477694957467e-11	1.81101711336915e-14	1.63935773138193e-10	3012.8759999999997	Hexane Cap	0.09617711	35	35	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	1.0	0.9613719568674581	Hexane Cap	0.6107304420471463	0.0016595187961479744
40	2476.022	73.0299999999999	1.00000000004177e-06	8329.990437999999	474	475	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00474.tif	300	9.278846644518271e-07	5.584008637873761e-10	5.00673946843854e-13	1.19536246511628e-07	1.20038724739105e-09	2.3462760250761602e-11	2.63885295876289e-14	1.5579114147726901e-10	3012.8759999999997	214neu	0.10437619999999999	35	38	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	0.7628381069877403	0.9613719568674581	214neu	0.6307518870102092	0.0016380486300767176
41	4411.195	53.2699999999999	-3.9999999999584605e-06	8329.990437999999	478	479	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00478.tif	600	9.198239251247931e-07	5.694808153078201e-10	4.87172575707155e-13	1.19369084193012e-07	1.11540456907687e-09	3.7101232120162104e-11	2.7302314913721296e-14	1.45457893562779e-10	3012.8759999999997	207	0.09635023	35	38	36	mask.edf	1	456.736	556.5790000000001	0.80169	9.556152012158963e-10	0.7628381069877403	0.9613719568674581	207	0.6261480260776536	0.0015222811761649785
42	35.471	133.0	-4.9999999999586e-06	8973.015959	486	487	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00486.tif	600	1.076346025e-06	5.28868316666667e-10	5.56087275000001e-13	7.3530607e-08	2.0173699272603897e-09	2.8433609947105e-11	2.46449562474103e-14	1.37169579743519e-10	3012.877	Empty	1.0	42	42	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	1.0	0.9691053590068716	Empty	1.0	0.00373975233701412
43	640.387	123.0	1.00000000004177e-06	8973.015959	487	488	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00487.tif	300	1.04479685714286e-06	5.6704707641196e-10	5.48975192691029e-13	7.36507378737543e-08	1.26778604248679e-09	3.08981114647936e-11	2.49752447977875e-14	8.900549474149409e-11	3012.877	GC	0.0054	42	42	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	1.0	0.9691053590068716	GC	0.9691053590068716	0.0023470849546654176
44	945.3539999999999	113.0	1.00000000004177e-06	8973.015959	488	489	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00488.tif	10	8.144259090909091e-07	5.85775454545455e-10	5.20703454545454e-13	7.35746727272727e-08	1.76045706874904e-10	1.88517454701873e-11	1.15064648729628e-14	2.0260804076297897e-11	3012.877	AgBeh	0.02	42	42	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	1.0	0.9691053590068716	AgBeh	0.7562048913328441	0.0003717024517448121
45	964.053	88.15999999999991	2.00000000004147e-06	8973.015959	489	490	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00489.tif	600	8.68697006655574e-07	5.62607820299501e-10	5.601597104825289e-13	7.363838435940111e-08	1.3545806841807e-09	3.7182264187033203e-11	1.7408016265197397e-14	1.12169921346933e-10	3012.877	Empty Cap	0.10690380000000001	42	42	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	1.0	0.9691053590068716	Empty Cap	0.8058984369090006	0.002484244880317669
46	1568.109	83.09999999999991	2.00000000004147e-06	8973.015959	490	491	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00490.tif	600	7.2802452579035e-07	5.32546056572379e-10	5.78703848585691e-13	7.372634908485861e-08	9.48706717809505e-10	2.6718746613382396e-11	2.5231076111322996e-14	9.61365716224879e-11	3012.877	Hexane Cap	0.09617711	42	42	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	1.0	0.9691053590068716	Hexane Cap	0.6745894139592025	0.001758715025135333
47	2475.7039999999997	73.0299999999999	-2.9999999999583303e-06	8973.015959	492	493	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00492.tif	300	7.366703588039871e-07	5.34969468438538e-10	5.99876906976744e-13	7.3639850166113e-08	9.26386231995377e-10	2.20666292785396e-11	2.5187661881921298e-14	9.451910269872241e-11	3012.877	214neu	0.10437619999999999	42	45	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	0.8058984369090006	0.9691053590068716	214neu	0.6834024623712563	0.0017365690863671386
48	4410.998	53.2699999999999	-1.9999999999582e-06	8973.015959	496	497	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00496.tif	600	7.384293050000001e-07	5.65626416666666e-10	5.90505561666667e-13	7.37003566666667e-08	8.398210410219702e-10	3.70067110954651e-11	1.98225818755583e-14	8.482323693877191e-11	3012.877	207	0.09635023	42	45	43	mask.edf	1	456.736	556.5790000000001	0.80169	8.224771318828912e-10	0.8058984369090006	0.9691053590068716	207	0.6844718217031257	0.0015662273187159153
49	33.843	133.0	-1.9999999999582e-06	9999.991504000001	504	505	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00504.tif	600	5.33746981666667e-07	5.32907083333333e-10	6.09354096666667e-13	2.9769748666666698e-08	8.50819621332438e-10	3.2175080995310903e-11	2.31939449832739e-14	4.9573692787432705e-11	3012.877	Empty	1.0	49	49	50	mask.edf	1	456.736	556.5790000000001	0.80169	6.964431261358162e-10	1.0	0.9775004530836594	Empty	1.0	0.0032592876551417954
