	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	BackGround_SubtractionFactor	x_Center	y_Center	SampleToDet_Distance
10	4410.358	53.26999999999987	4.163336342344337e-17	7000.002692	388.0	389.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00388.tif	600.0	1.0474978069883517e-06	5.453451247920136e-10	5.636258336106489e-13	2.9183099833610676e-07	2.2843143506716228e-09	2.7896030255684646e-11	3.723782325278438e-14	6.991254787212992e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
11	5015.343	43.509999999999884	1.0000000000417659e-06	7000.002692	389.0	390.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00389.tif	600.0	1.0814817770382694e-06	5.471480865224622e-10	5.711867054908488e-13	2.921710482529117e-07	3.220780432370153e-09	2.7129189399964927e-11	1.8663015636407438e-14	8.506367983268667e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
12	5622.920999999999	22.99999999999989	9.500007	7000.002692	390.0	391.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00390.tif	150.0	1.347200393333339e-06	5.406549999999999e-10	5.8331446e-13	2.918616466666668e-07	5.631687258820527e-09	2.0490486538650164e-11	2.336410819799575e-14	1.2003834965323495e-09	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
13	5777.47	22.99999999999989	1.000003	7000.002692	391.0	392.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00391.tif	300.0	1.4689446366666657e-06	5.609316999999999e-10	5.840415033333338e-13	2.9259709666666693e-07	1.7638312827391203e-09	2.7197619635231712e-11	1.8550468652500884e-14	3.403546654838036e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
14	6082.775	22.99999999999989	-9.149996	7000.002692	392.0	393.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00392.tif	300.0	1.4483311727574763e-06	5.373624584717606e-10	5.669381661129563e-13	2.925473787375416e-07	1.8347223323223655e-09	3.3119964270347514e-11	2.7306108540501242e-14	3.7594764185068847e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
15	6391.718000000001	12.999999999999886	7.8000029999999985	7000.002692	393.0	394.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00393.tif	600.0	1.4408049034941748e-06	5.756175041597341e-10	5.666810532445923e-13	2.923265890183029e-07	2.0295551558581728e-09	2.690411871369104e-11	2.1059999160584657e-14	4.0646265406044737e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
16	6996.026999999999	12.999999999999886	0.0001730000000000416	7000.002692	394.0	395.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00394.tif	600.0	1.4708291064891864e-06	5.631021131447589e-10	5.978215058236268e-13	2.9215731613976705e-07	5.010399017906802e-09	3.385255978544579e-11	2.3830992795805042e-14	9.795965325356033e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
17	7601.32	12.999999999999886	-9.149996	7000.002692	395.0	396.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00395.tif	600.0	1.4466645224625631e-06	5.574636938435949e-10	5.705896156405982e-13	2.924257487520798e-07	4.933718729644344e-09	3.0371371882077175e-11	2.273982909413247e-14	9.549372257392544e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
18	36.196	132.99999999999991	-1.9999999999581984e-06	8003.995109	396.0	397.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00396.tif	600.0	1.695967722129783e-06	5.680203660565723e-10	5.608303444259562e-13	1.5177117404326127e-07	2.015750055850081e-09	2.7149836633009703e-11	2.3901302479561823e-14	1.8130104483554198e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
19	641.2909999999999	122.99999999999987	4.163336342344337e-17	8003.995109	397.0	398.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00397.tif	300.0	1.6228405083056475e-06	5.769194684385382e-10	5.266505880398673e-13	1.5177903322259146e-07	1.8588226212929971e-09	2.267339310843957e-11	2.3069203137004782e-14	1.7756892978761414e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
20	946.289	112.99999999999987	2.000000000041465e-06	8003.995109	398.0	399.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00398.tif	10.0	1.1568163636363638e-06	5.833163636363634e-10	5.348942727272727e-13	1.515700090909091e-07	1.8688513730488483e-10	1.5988981376389963e-11	6.887281061361013e-15	2.9362678847325456e-11	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
21	964.988	88.15999999999991	-9.999999999584994e-07	8003.995109	399.0	400.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00399.tif	600.0	1.2502117936772046e-06	5.909272545757071e-10	5.441887770382695e-13	1.5181605823627292e-07	1.605082754053523e-09	2.912400894937749e-11	2.6049597086011477e-14	1.9133429724669226e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
22	1569.1129999999998	83.09999999999991	4.163336342344337e-17	8003.995109	400.0	401.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00400.tif	600.0	9.730317420965056e-07	5.967091514143092e-10	5.493260648918471e-13	1.5183289467554096e-07	1.2914059734936718e-09	2.6291738419359654e-11	2.0618967518059242e-14	1.9129919412192525e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
23	2172.91	78.55999999999989	4.163336342344337e-17	8003.995109	401.0	402.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00401.tif	300.0	1.0062353099999991e-06	5.742901000000003e-10	5.595198333333335e-13	1.5195107233333346e-07	1.2071646763193051e-09	2.5404566288056233e-11	1.9336833865069645e-14	1.793694861911159e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
24	2476.64	73.02999999999993	4.163336342344337e-17	8003.995109	402.0	403.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00402.tif	300.0	1.0136617574750826e-06	5.671908637873754e-10	5.629521794019935e-13	1.5190149734219266e-07	3.648343234627504e-09	2.817082107284146e-11	2.4789848953440075e-14	5.398928296673829e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
25	2780.386	68.58999999999992	2.000000000041465e-06	8003.995109	403.0	404.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00403.tif	420.0	1.0268057238095244e-06	5.751048809523813e-10	5.68941014285714e-13	1.5195503642857168e-07	3.4019345717485696e-09	2.9201468270456305e-11	2.385851336134827e-14	5.013417645667427e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
26	3204.15	63.32999999999986	1.0000000000417659e-06	8003.995109	404.0	405.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00404.tif	600.0	1.0118478485856902e-06	5.570562229617304e-10	5.594353410981688e-13	1.520326317803662e-07	1.2835288668493374e-09	3.347662279178614e-11	2.420546345273693e-14	1.9156264668498855e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
27	3808.1009999999997	57.9399999999999	4.0000000000417314e-06	8003.995109	405.0	406.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00405.tif	600.0	9.92206920133112e-07	5.213489517470885e-10	5.425516572379374e-13	1.520194540765389e-07	1.2281445030107048e-09	2.6675521120795328e-11	1.8783629643805446e-14	1.9009867697468817e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
28	4411.83	53.26999999999987	1.0000000000417659e-06	8003.995109	406.0	407.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00406.tif	600.0	1.0052838116666666e-06	5.489035833333337e-10	5.405173366666671e-13	1.5200470233333348e-07	1.2269833861603174e-09	2.8385238492336717e-11	3.6374919679078596e-14	1.8153481670841672e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
29	5016.659000000001	43.509999999999884	4.163336342344337e-17	8003.995109	407.0	408.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00407.tif	600.0	1.0233516006655602e-06	5.265631281198001e-10	5.479575257903492e-13	1.5191749883527484e-07	3.066182381007441e-09	2.9140776022586526e-11	2.5447532265095692e-14	4.850499722523654e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
30	5624.393	22.99999999999989	9.499989	8003.995109	408.0	409.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00408.tif	150.0	1.19062068e-06	5.455636666666667e-10	5.401388666666666e-13	1.5178867400000002e-07	2.73601953395828e-09	2.1681149744664358e-11	2.1629409108544567e-14	3.4474114331864836e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
31	5778.943	22.99999999999989	1.000001	8003.995109	409.0	410.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00409.tif	300.0	1.2544875133333334e-06	5.295843666666667e-10	5.336349766666671e-13	1.5179988366666654e-07	1.5313544215400084e-09	2.2606838132891965e-11	2.6754328830303353e-14	1.8531364346624102e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
32	6084.228	22.99999999999989	-9.149899000000001	8003.995109	410.0	411.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00410.tif	300.0	1.242949122923588e-06	5.349471428571426e-10	5.115647906976742e-13	1.5172730930232557e-07	1.512735925899439e-09	2.526441312352599e-11	2.4739330443904828e-14	1.867059482533449e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
33	6393.17	12.999999999999886	7.799990999999999	8003.995109	411.0	412.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00411.tif	600.0	1.2392483194675541e-06	5.734358069883534e-10	5.229951730449253e-13	1.5186827437603994e-07	1.6129261693488362e-09	3.0602927349999245e-11	2.159940387526177e-14	2.003389859937005e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
34	6997.491	12.999999999999886	0.00021600000000004168	8003.995109	412.0	413.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00412.tif	600.0	1.257160176372713e-06	5.877599833610652e-10	5.313117437603996e-13	1.5186623976705505e-07	4.361231401661799e-09	2.6584382749396034e-11	2.3069126825136604e-14	5.233348906127059e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
35	7602.808000000001	12.999999999999886	-9.150003	8003.995109	413.0	414.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00413.tif	600.0	1.240911816971715e-06	5.66656039933444e-10	5.485603427620635e-13	1.5179034459234614e-07	4.906388601247163e-09	2.9455784711299094e-11	2.785494928396597e-14	6.103534468171261e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
36	37.239000000000004	132.99999999999991	5.00000000004143e-06	8238.985877	414.0	415.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00414.tif	600.0	1.5516609550748752e-06	5.795604492512483e-10	5.400212146422631e-13	1.2920563643926806e-07	1.8427976013781525e-09	3.010875945575487e-11	2.305687610870531e-14	1.54995756242806e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
37	642.357	122.99999999999987	-3.999999999958464e-06	8238.985877	415.0	416.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00415.tif	300.0	1.4894951594684372e-06	5.745574418604653e-10	5.037227774086387e-13	1.2915790099667784e-07	1.839686988181642e-09	2.695239483052993e-11	2.1977436338366543e-14	1.598255685604432e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
38	947.3589999999999	112.99999999999987	4.163336342344337e-17	8238.985877	416.0	417.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00416.tif	10.0	1.0895665454545456e-06	5.725218181818183e-10	5.188974545454546e-13	1.2899133636363632e-07	3.722559236967472e-10	1.1921998002165427e-11	1.7984525428065256e-14	3.163634848483563e-11	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
39	966.075	88.15999999999991	4.163336342344337e-17	8238.985877	417.0	418.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00417.tif	600.0	1.1726905923460907e-06	5.703487021630612e-10	5.240015873544089e-13	1.2910542329450914e-07	1.6583933375029581e-09	3.8825096213396283e-11	1.994968499883581e-14	1.7992340423022842e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
40	1570.114	83.09999999999991	1.0000000000417659e-06	8238.985877	418.0	419.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00418.tif	600.0	9.307974742096499e-07	5.409963560732109e-10	5.409257404326116e-13	1.288395632279534e-07	1.0722255016631675e-09	2.615372095004844e-11	2.2200721720532095e-14	1.5171913072810471e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
41	2173.98	78.55999999999989	-9.999999999584994e-07	8238.985877	419.0	420.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00419.tif	300.0	9.58581843333333e-07	5.446972666666667e-10	5.314646500000004e-13	1.290817029999999e-07	1.8521695473767728e-09	2.341398725533237e-11	2.8344585736068352e-14	2.375061393842083e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
42	2477.709	73.02999999999993	4.163336342344337e-17	8238.985877	420.0	421.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00420.tif	300.0	9.64576920265781e-07	5.373506976744186e-10	5.282012059800666e-13	1.2916232026578078e-07	3.186830304072468e-09	3.1682057317114964e-11	2.1605770700997925e-14	4.271510258537707e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
43	2781.407	68.58999999999992	4.163336342344337e-17	8238.985877	421.0	422.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00421.tif	420.0	9.765854380952379e-07	5.46345071428572e-10	5.278519166666664e-13	1.2912007738095256e-07	3.6351108577904777e-09	2.5870802393096943e-11	2.423555176306781e-14	4.814189452024149e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
44	3205.15	63.32999999999986	4.163336342344337e-17	8238.985877	422.0	423.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00422.tif	600.0	9.63961271214641e-07	5.568704159733777e-10	5.176339068219638e-13	1.291226750415973e-07	1.08053639981221e-09	2.90572159883452e-11	2.299145038156497e-14	1.423443207251625e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
45	3809.171	57.9399999999999	1.0000000000417659e-06	8238.985877	423.0	424.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00423.tif	600.0	9.469849467554079e-07	5.424906322795346e-10	5.243429384359404e-13	1.2910912529118155e-07	1.2009871164283359e-09	2.7110367087141325e-11	2.329941700882667e-14	1.6426165466303874e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
46	4412.9	53.26999999999987	4.163336342344337e-17	8238.985877	424.0	425.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00424.tif	600.0	9.565662733333314e-07	5.226656833333332e-10	5.134258633333328e-13	1.2900108933333352e-07	1.337501750843892e-09	3.221025265076485e-11	2.046217287776285e-14	1.811185232161211e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
47	5017.729	43.509999999999884	4.163336342344337e-17	8238.985877	425.0	426.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00425.tif	600.0	9.721433277870225e-07	5.215596006655579e-10	5.249908336106493e-13	1.2903731447587359e-07	3.2226542788065325e-09	3.1842244024360624e-11	1.9820493541843644e-14	4.2621738491849705e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
48	5625.445	22.99999999999989	9.500001	8238.985877	426.0	427.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00426.tif	150.0	1.1198581133333334e-06	5.544248666666666e-10	4.90958406666667e-13	1.2912229466666672e-07	2.6380387303400693e-09	2.675571528323759e-11	2.2616783832531694e-14	3.0742971735390297e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
49	5780.009	22.99999999999989	1.000001	8238.985877	427.0	428.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00427.tif	300.0	1.1729322966666677e-06	5.086776333333342e-10	5.038988833333329e-13	1.2904590033333347e-07	1.4529669847766673e-09	2.844786846378303e-11	2.5230652093301917e-14	1.6058627527250138e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
50	6085.2919999999995	22.99999999999989	-9.149684	8238.985877	428.0	429.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00428.tif	300.0	1.1643075946843868e-06	5.350173754152823e-10	5.332091528239197e-13	1.2911033687707644e-07	1.3684302034951756e-09	3.302944426954943e-11	2.6518145581404787e-14	1.5139125008471768e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
51	6394.253000000001	12.999999999999886	7.800002	8238.985877	429.0	430.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00429.tif	600.0	1.159199457570717e-06	5.167133610648923e-10	5.359273061564059e-13	1.2905333976705482e-07	1.4642504266507532e-09	2.6379958914886106e-11	2.8120848117949384e-14	1.6232536523688457e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
52	6998.62	12.999999999999886	0.0004590000000000414	8238.985877	430.0	431.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00430.tif	600.0	1.1742820881863557e-06	5.277944093178039e-10	5.20898650582363e-13	1.2898843094841926e-07	4.27427303337963e-09	3.0063379650756374e-11	2.0352169726781083e-14	4.65956685691493e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
53	7603.806	12.999999999999886	-9.149998	8238.985877	431.0	432.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00431.tif	600.0	1.1598744276206327e-06	5.371511480865238e-10	5.20055163061564e-13	1.2892352628951742e-07	3.9050628298619185e-09	3.0958462653148216e-11	2.3286927914104494e-14	4.335356107338545e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
54	34.676	132.99999999999991	-1.9999999999581984e-06	8303.985331	432.0	433.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00432.tif	600.0	1.5080566173044936e-06	5.312416805324466e-10	5.369442212978369e-13	1.233973748752079e-07	4.994127914191139e-09	3.32659431852522e-11	2.136524941182012e-14	4.088011430810388e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
55	639.861	122.99999999999987	-9.999999999584994e-07	8303.985331	433.0	434.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00433.tif	300.0	1.4493858637873761e-06	5.371647176079735e-10	5.176927740863785e-13	1.233699564784053e-07	4.7514903947480754e-09	2.1977379818121838e-11	1.9146011316428134e-14	4.0248999068244885e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
56	944.863	112.99999999999987	4.163336342344337e-17	8303.985331	434.0	435.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00434.tif	10.0	1.0691839090909091e-06	5.578336363636363e-10	5.544324545454545e-13	1.2342067272727274e-07	1.6053937494926542e-10	1.805814678904081e-11	9.90948032304053e-15	2.741189854457637e-11	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
57	963.561	88.15999999999991	1.0000000000417659e-06	8303.985331	435.0	436.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00435.tif	600.0	1.147865198003328e-06	5.477330782029953e-10	5.641877354409319e-13	1.2337916372712142e-07	4.331904149723854e-09	3.525329897577727e-11	1.9201288766422938e-14	4.6222765752613454e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
58	1567.6170000000002	83.09999999999991	-9.999999999584994e-07	8303.985331	436.0	437.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00436.tif	600.0	9.182675690515804e-07	5.363513643926782e-10	5.49259936772047e-13	1.2342166206322786e-07	3.0580235935934155e-09	2.6701734865023284e-11	2.2628035254067682e-14	4.091395013012881e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
59	2171.553	78.55999999999989	1.0000000000417659e-06	8303.985331	437.0	438.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00437.tif	300.0	9.427100300000002e-07	5.150717333333336e-10	5.5533605e-13	1.2341080933333318e-07	3.1110098741765673e-09	2.4456205845211672e-11	2.0295811024395198e-14	4.068444651735703e-10	3012.8759999999997	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
