	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	x_Center	y_Center	SampleToDet_Distance	BackGround_SubtractionFactor	AbsCalibrationFactor	BackGrTransm	ReferenceTransm	SampleName_Reduction	Transm	TransmDev
20	946.289	113.0	2.00000000004147e-06	8003.995109	398	399	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00398.tif	10	1.15681636363636e-06	5.83316363636363e-10	5.34894272727273e-13	1.51570009090909e-07	1.8688513730488501e-10	1.5988981376389998e-11	6.88728106136101e-15	2.93626788473255e-11	3012.875	AgBeh	0.02	18	18	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	1.0	0.9568321706819854	AgBeh	0.6830033877620901	0.00024265389030428985
21	964.988	88.15999999999991	-9.999999999584992e-07	8003.995109	399	400	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00399.tif	600	1.2502117936771999e-06	5.90927254575707e-10	5.44188777038269e-13	1.51816058236273e-07	1.6050827540535199e-09	2.9124008949377496e-11	2.60495970860115e-14	1.91334297246692e-10	3012.875	Empty Cap	0.10690380000000001	18	18	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	1.0	0.9568321706819854	Empty Cap	0.7369492674309248	0.0018749110214400103
22	1569.1129999999998	83.09999999999991	4.16333634234434e-17	8003.995109	400	401	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00400.tif	600	9.730317420965058e-07	5.96709151414309e-10	5.493260648918471e-13	1.51832894675541e-07	1.29140597349367e-09	2.6291738419359702e-11	2.0618967518059198e-14	1.91299194121925e-10	3012.875	Hexane Cap	0.09617711	18	18	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	1.0	0.9568321706819854	Hexane Cap	0.5734992408224067	0.0014837174736919056
23	2172.91	78.5599999999999	4.16333634234434e-17	8003.995109	401	402	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00401.tif	300	1.00623531e-06	5.742901e-10	5.595198333333331e-13	1.51951072333333e-07	1.20716467631931e-09	2.5404566288056197e-11	1.93368338650696e-14	1.79369486191116e-10	3012.875	223	0.1061594	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	223	0.592607979670945	0.001410482049997964
24	2476.64	73.0299999999999	4.16333634234434e-17	8003.995109	402	403	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00402.tif	300	1.0136617574750798e-06	5.67190863787375e-10	5.629521794019929e-13	1.51901497342193e-07	3.6483432346275e-09	2.81708210728415e-11	2.4789848953440104e-14	5.39892829667383e-10	3012.875	214neu	0.10437619999999999	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	214neu	0.5971765129116462	0.004271843676300931
25	2780.386	68.58999999999989	2.00000000004147e-06	8003.995109	403	404	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00403.tif	420	1.02680572380952e-06	5.751048809523809e-10	5.68941014285714e-13	1.5195503642857197e-07	3.4019345717485696e-09	2.9201468270456305e-11	2.38585133613483e-14	5.01341764566743e-10	3012.875	211	0.10386880000000001	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	211	0.6047068568489159	0.003998564188339549
26	3204.15	63.32999999999989	1.00000000004177e-06	8003.995109	404	405	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00404.tif	600	1.01184784858569e-06	5.5705622296173e-10	5.594353410981689e-13	1.5203263178036598e-07	1.2835288668493401e-09	3.34766227917861e-11	2.42054634527369e-14	1.91562646684989e-10	3012.875	187	0.1011847	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	187	0.5955937206859048	0.00150596464312254
27	3808.1009999999997	57.9399999999999	4.00000000004173e-06	8003.995109	405	406	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00405.tif	600	9.92206920133112e-07	5.213489517470889e-10	5.42551657237937e-13	1.5201945407653902e-07	1.2281445030107e-09	2.66755211207953e-11	1.87836296438054e-14	1.9009867697468802e-10	3012.875	193	0.0943534	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	193	0.5840833069638324	0.0014533627226618255
28	4411.83	53.2699999999999	1.00000000004177e-06	8003.995109	406	407	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00406.tif	600	1.00528381166667e-06	5.489035833333339e-10	5.40517336666667e-13	1.52004702333333e-07	1.22698338616032e-09	2.83852384923367e-11	3.6374919679078596e-14	1.81534816708417e-10	3012.875	207	0.09635023	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	207	0.591838723183201	0.0014291753274662524
29	5016.659000000001	43.5099999999999	4.16333634234434e-17	8003.995109	407	408	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00407.tif	600	1.02335160066556e-06	5.265631281198e-10	5.47957525790349e-13	1.51917498835275e-07	3.0661823810074395e-09	2.91407760225865e-11	2.5447532265095698e-14	4.85049972252365e-10	3012.875	193neu	0.09644833	18	21	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	0.7369492674309248	0.9568321706819854	193neu	0.6028215687706325	0.0037309031793109817
30	5624.393	22.9999999999999	9.499989	8003.995109	408	409	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00408.tif	150	1.19062068e-06	5.45563666666667e-10	5.401388666666671e-13	1.51788674e-07	2.73601953395828e-09	2.1681149744664397e-11	2.16294091085446e-14	3.44741143318648e-10	3012.875	203	0.1	18	34	19	mask_short2.edf	456.736	556.5790000000001	0.80169	0.8	1.034603928219127e-09	0.7408001925708301	0.9568321706819854	203	0.7019493330688112	0.003207325119140054
31	5778.943	22.9999999999999	1.000001	8003.995109	409	410	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00409.tif	300	1.25448751333333e-06	5.295843666666669e-10	5.336349766666671e-13	1.51799883666667e-07	1.5313544215400103e-09	2.2606838132892e-11	2.67543288303034e-14	1.8531364346624102e-10	3012.875	217	0.1	18	34	19	mask_short2.edf	456.736	556.5790000000001	0.80169	0.8	1.034603928219127e-09	0.7408001925708301	0.9568321706819854	217	0.7395484230795423	0.0018055905631976427
32	6084.228	22.9999999999999	-9.149899000000001	8003.995109	410	411	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00410.tif	300	1.24294912292359e-06	5.34947142857143e-10	5.11564790697674e-13	1.51727309302326e-07	1.51273592589944e-09	2.5264413123526e-11	2.47393304439048e-14	1.86705948253345e-10	3012.875	195	0.1	18	34	19	mask_short2.edf	456.736	556.5790000000001	0.80169	0.8	1.034603928219127e-09	0.7408001925708301	0.9568321706819854	195	0.7330967720496309	0.0017943203200301995
33	6393.17	12.9999999999999	7.799991	8003.995109	411	412	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00411.tif	600	1.23924831946755e-06	5.73435806988353e-10	5.22995173044925e-13	1.5186827437604e-07	1.6129261693488401e-09	3.06029273499992e-11	2.15994038752618e-14	2.0033898599370102e-10	3012.875	232	0.1	18	34	19	mask_short2.edf	456.736	556.5790000000001	0.80169	0.8	1.034603928219127e-09	0.7408001925708301	0.9568321706819854	232	0.7302355832282493	0.0019137274774304854
34	6997.491	12.9999999999999	0.000216000000000042	8003.995109	412	413	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00412.tif	600	1.2571601763727101e-06	5.877599833610651e-10	5.313117437604e-13	1.5186623976705502e-07	4.3612314016617995e-09	2.6584382749396e-11	2.30691268251366e-14	5.23334890612706e-10	3012.875	empty Kapton Hexane	0.1	18	18	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	1.0	0.9568321706819854	empty Kapton Hexane	0.7408001925708301	0.005122736123800466
35	7602.808000000001	12.9999999999999	-9.150003	8003.995109	413	414	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00413.tif	600	1.24091181697172e-06	5.66656039933444e-10	5.48560342762064e-13	1.51790344592346e-07	4.90638860124716e-09	2.94557847112991e-11	2.7854949283966e-14	6.103534468171261e-10	3012.875	Empty Kapton	0.1	18	18	19	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	1.034603928219127e-09	1.0	0.9568321706819854	Empty Kapton	0.7315912197448561	0.005834357338837542
36	37.239000000000004	133.0	5.00000000004143e-06	8238.985877	414	415	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00414.tif	600	1.55166095507488e-06	5.795604492512481e-10	5.400212146422629e-13	1.29205636439268e-07	1.8427976013781498e-09	3.01087594557549e-11	2.30568761087053e-14	1.54995756242806e-10	3012.8759999999997	Empty	1.0	36	36	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	1.0	0.9602907496065891	Empty	1.0	0.002387234256585638
37	642.357	123.0	-3.9999999999584605e-06	8238.985877	415	416	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00415.tif	300	1.4894951594684401e-06	5.74557441860465e-10	5.037227774086391e-13	1.2915790099667803e-07	1.8396869881816398e-09	2.69523948305299e-11	2.1977436338366502e-14	1.59825568560443e-10	3012.8759999999997	GC	0.0054	36	36	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	1.0	0.9602907496065891	GC	0.9602907496065891	0.002374367804593457
38	947.3589999999999	113.0	4.16333634234434e-17	8238.985877	416	417	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00416.tif	10	1.08956654545455e-06	5.72521818181818e-10	5.18897454545455e-13	1.28991336363636e-07	3.72255923696747e-10	1.19219980021654e-11	1.79845254280653e-14	3.16363484848356e-11	3012.8759999999997	AgBeh	0.02	36	36	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	1.0	0.9602907496065891	AgBeh	0.7033602901198264	0.0004128123834837046
39	966.075	88.15999999999991	4.16333634234434e-17	8238.985877	417	418	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00417.tif	600	1.17269059234609e-06	5.703487021630611e-10	5.24001587354409e-13	1.29105423294509e-07	1.65839333750296e-09	3.8825096213396296e-11	1.9949684998835802e-14	1.79923404230228e-10	3012.8759999999997	Empty Cap	0.10690380000000001	36	36	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	1.0	0.9602907496065891	Empty Cap	0.7563513438346978	0.0021236789511718934
40	1570.114	83.09999999999991	1.00000000004177e-06	8238.985877	418	419	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00418.tif	600	9.307974742096501e-07	5.40996356073211e-10	5.40925740432612e-13	1.2883956322795301e-07	1.0722255016631698e-09	2.61537209500484e-11	2.22007217205321e-14	1.51719130728105e-10	3012.8759999999997	Hexane Cap	0.09617711	36	36	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	1.0	0.9602907496065891	Hexane Cap	0.601576108393881	0.0014013864053087693
41	2173.98	78.5599999999999	-9.999999999584992e-07	8238.985877	419	420	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00419.tif	300	9.58581843333333e-07	5.44697266666667e-10	5.3146465e-13	1.29081703e-07	1.85216954737677e-09	2.3413987255332396e-11	2.83445857360684e-14	2.3750613938420804e-10	3012.8759999999997	223	0.1061594	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	223	0.618371036655794	0.002332597654842469
42	2477.709	73.0299999999999	4.16333634234434e-17	8238.985877	420	421	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00420.tif	300	9.645769202657811e-07	5.37350697674419e-10	5.282012059800671e-13	1.29162320265781e-07	3.1868303040724702e-09	3.1682057317115e-11	2.1605770700997896e-14	4.27151025853771e-10	3012.8759999999997	214neu	0.10437619999999999	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	214neu	0.6218500245492562	0.004111019596302912
43	2781.407	68.58999999999989	4.16333634234434e-17	8238.985877	421	422	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00421.tif	420	9.765854380952379e-07	5.46345071428572e-10	5.278519166666661e-13	1.29120077380953e-07	3.6351108577904798e-09	2.5870802393096898e-11	2.4235551763067797e-14	4.81418945202415e-10	3012.8759999999997	211	0.10386880000000001	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	211	0.6297977347324313	0.0046924499315431035
44	3205.15	63.32999999999989	4.16333634234434e-17	8238.985877	422	423	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00422.tif	600	9.63961271214641e-07	5.56870415973378e-10	5.176339068219639e-13	1.29122675041597e-07	1.08053639981221e-09	2.90572159883452e-11	2.2991450381564998e-14	1.4234432072516301e-10	3012.8759999999997	187	0.1011847	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	187	0.6216439317919791	0.0013821192405044558
45	3809.171	57.9399999999999	1.00000000004177e-06	8238.985877	423	424	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00423.tif	600	9.469849467554079e-07	5.42490632279535e-10	5.2434293843594e-13	1.29109125291182e-07	1.20098711642834e-09	2.7110367087141302e-11	2.3299417008826697e-14	1.64261654663039e-10	3012.8759999999997	193	0.0943534	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	193	0.6107602502578736	0.0015516314548911388
46	4412.9	53.2699999999999	4.16333634234434e-17	8238.985877	424	425	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00424.tif	600	9.56566273333331e-07	5.22665683333333e-10	5.13425863333333e-13	1.29001089333334e-07	1.33750175084389e-09	3.2210252650764896e-11	2.04621728777628e-14	1.81118523216121e-10	3012.8759999999997	207	0.09635023	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	207	0.6174564254970207	0.0017302610253403271
47	5017.729	43.5099999999999	4.16333634234434e-17	8238.985877	425	426	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00425.tif	600	9.72143327787022e-07	5.215596006655581e-10	5.249908336106489e-13	1.2903731447587398e-07	3.2226542788065304e-09	3.18422440243606e-11	1.98204935418436e-14	4.2621738491849705e-10	3012.8759999999997	193neu	0.09644833	36	39	37	mask_short2.edf	456.736	556.5790000000001	0.80169	1.0	9.718761837632041e-10	0.7563513438346978	0.9602907496065891	193neu	0.6273351347989381	0.0041517380606892725
48	5625.445	22.9999999999999	9.500001	8238.985877	426	427	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00426.tif	150	1.11985811333333e-06	5.54424866666667e-10	4.90958406666667e-13	1.2912229466666699e-07	2.6380387303400697e-09	2.67557152832376e-11	2.26167838325317e-14	3.0742971735390297e-10	3012.8759999999997	203	0.1	36	52	37	mask_short2.edf	456.736	556.5790000000001	0.80169	0.8	9.718761837632041e-10	0.7580647531212372	0.9602907496065891	203	0.722181556637543	0.0034206917302380922
